Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Nama Agen,Link
"DIJUAL TERMURAH Apartemen M Town Tower Bryan 2BR lt.25, Gading Serpong",550000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,45.0,Andi Antoni - Bossland Property,https://www.lamudi.co.id/properti/41032-73-a395d8113174-4ed2-19b2a98-b19f-70b7
Dijual B Residence BSD tipe Studio Fully Furnish,475000000.0,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,20.0,Trisna - Era Fiesta Gading Serpong,https://www.lamudi.co.id/properti/41032-73-81bc78135f46-16e2-19e8816-858f-7626
JUAL APARTEMEN LOKASI STRATEGIS GUNAWANGSA TIDAR SURABAYA,450000000.0,"RW 07, Sawahan, Sawahan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,36.0,Andrian-Kurniawan,https://www.lamudi.co.id/jual/jawa-timur/surabaya/jual-apartemen-lokasi-strategis-gunawangsa-tidar-s-174659548624/
"Dijual Cepat Apartemen 1 BR Fatmawati City Center Fully Furnished Dekat Fatmawati, Lebak Bulus, MRT Fatmawati, RS Fatmawati, TB Simatupang",1850000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,41.0,Martians Realty,https://www.lamudi.co.id/properti/41032-73-d4601ed0590b-b837-199e1f8-bc33-7383
Jual Cepat Apartemen Antasari Place Studio di Cilandak - Pasar Minggu,1600000000.0,"RW 01, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,28.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-apartemen-antasari-place-studio-di-cila-175568847243/
"Jual Cepat Apartemen Studio GP Plaza Jakarta – Siap Huni, Dekat SCBD",650000000.0,"RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,29.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-cepat-apartemen-studio-gp-plaza-jakarta-siap-174954446521/
"Dijual Apartemen Sudirman Park 2 BR Dekat Setiabudi, Thamrin, Tebet",1300000000.0,"RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,50.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-sudirman-park-2-br-dekat-setiabud-17335564957/
Dijual Apartemen Tamansari Sudirman Middle Floor Dekat HSBC Sudirman,730000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-tamansari-sudirman-middle-floor-d-170073044110/
DIJUAL Apartemen Posisi Strategis Dekat Mall Atria Residence Gading Serpong,475000000.0,"Paramount Serpong, Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Serviced Apartment,1.0,1.0,28.0,Andi Antoni - Bossland Property,https://www.lamudi.co.id/properti/41032-73-2424a499177-c8ac-19be06a-92d9-7152
"Dijual Apartemen District 8 @Senopati – 3+1 BR (Size 249 Sqm) FURNISH CERTIFICATE TERMURAH 17,8 MILIAR SEBELUM TERJUAL",17800000000.0,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,4.0,249.0,Prestige SCBD Property,https://www.lamudi.co.id/properti/41032-73-669422d7a4d0-dda-19eb624-90b2-7674
Dijual Apartemen District 8 @ Senopati – 3+1 BR (Size 228 Sqm) TERMURAH 15 MILIAR UNDERMARKET SEBELUM TERJUAL,15000000000.0,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,228.0,Prestige SCBD Property,https://www.lamudi.co.id/properti/41032-73-91ac9c373b0d-3b89-19eb621-9bab-7058
Jual Apartemen GP Plaza 2BR Furnished Dekat SCBD Area & GBK Senayan,1200000000.0,"RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,51.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-apartemen-gp-plaza-2br-furnished-dekat-scbd-a-172077082189/
Dijual Cepat Apartemen Tamansari Sudirman Dekat Kuningan & Tanah Abang,710000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-tamansari-sudirman-dekat-ku-173390911910/
DIJUAL RUGI Apartemen Cantik M-Town Residence Tower Carmel 1 BR Gading Serpong,450000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,36.0,Andi Antoni - Bossland Property,https://www.lamudi.co.id/properti/41032-73-52a04c9e42e-c550-19be56f-acdc-7504
Dijual Cepat Apartemen Tamansari Sudirman Studio Selangkah Ke WTC,740000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-tamansari-sudirman-studio-s-172960165191/
"Dijual RUGI Apartemen Kemang Mansion @Jakarta Selatan 1 BR (Size 60 Sqm) SERTIFIKAT FURNISH TERMURAH 1,25 MILIAR",1250000000.0,"RW 01, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,60.0,Prestige SCBD Property,https://www.lamudi.co.id/properti/41032-73-d741e73a94b-bd98-19eb626-a2f6-77a2
Jual Apartemen Tamansari Sudirman Studio Near To MRT Bendungan Hilir,740000000.0,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-apartemen-tamansari-sudirman-studio-near-to-m-172960164225/
Jual Cepat Apartemen Vasanta Tower Botan Furnished Near Bandara Halim,699000000.0,"Kota Jababeka, Sertajaya, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1.0,1.0,34.0,Martians Realty,https://www.lamudi.co.id/jual/jawa-barat/bekasi/jual-cepat-apartemen-vasanta-tower-botan-furnished-170841630139/
Dijual Apartemen Menteng Park 2 BR Private Lift Full Furnished Siap Huni Dekat Cikini dan Gambir Jakarta Pusat,3250000000.0,"RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,61.0,Martians Realty,https://www.lamudi.co.id/properti/41032-73-1617b241cc91-dd33-19ca392-a634-77ba
apartemen landmark di pusat kota,1400000000.0,"Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2.0,1.0,63.0,Tjahyadi - Century 21 Priority,https://www.lamudi.co.id/jual/jawa-barat/bandung/apartemen-landmark-di-pusat-kota-173590498216/
Jual Cepat Apartemen Tamansari Semanggi Studio Dekat Gatot Subroto,990000000.0,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,33.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-apartemen-tamansari-semanggi-studio-dek-173503970263/
Dijual Cepat Apartemen Cosmo Mansion 1 BR Full Furnished dekat Thamrin,850000000.0,"RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,42.0,Martians Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-apartemen-cosmo-mansion-1-br-full-fur-173683552651/
"Apartemen Mediterania Lagoon Residence, Kemayoran",1500000000.0,"Mediterania Palace Residences, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,105.0,Hedi Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-8a82067c51a9-4ad3-788f5c3f-81cd-4eb3
Belleza Residence Permata Hijau Murah,2200000000.0,"RW 02, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,155.0,Mochamad Arifin,https://www.lamudi.co.id/properti/41032-73-47dc97be760c-7fbf-19effde-9caf-79ea
Apartemen Studio Di Pakuwon City Tower Bella Full Furnish,450000000.0,"RW 02, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,22.0,Xavier Marks Harvest,https://www.lamudi.co.id/properti/41032-73-c96947cd1ef8-9b1f-19d94ed-b577-773b
Dijual Cepat Murah Apartment Golf View PBG Puncak Bukit Golf 2BR Surabaya,500000000.0,"RW 08, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,52.0,Bambang - Next Level Properti,https://www.lamudi.co.id/properti/41032-73-52c8ce802f22-7ef5-939f6b22-b1bd-4dfe
Apartemen French Walk MOI size 115m tower paris garden Kelapa Gading Jakarta Utara,1950000000.0,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,115.0,Tantri Raina Sihombing - REMAX Premier,https://www.lamudi.co.id/properti/41032-73-9b3917513c06-e6bf-19d2ea6-c035-769a
"Apartemen Siap Huni di BSD Harga 400 Jutaan, Cicilan Mulai 2 Jutaan Dekat Tol",400000000.0,"Apartement Akasa Serpong, Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,22.0,PT Hunian Jabodetabek,https://www.lamudi.co.id/properti/41032-73-80ad9ea43285-a099-19eb4be-a361-7428
Apt Baru Furnished 2 Bedroom View Pemandangan Taman dan Kolam Renang,1550000000.0,"Pakuwon Mall, Rawa Panjang, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,45.0,Aditya-Tumbuan,https://www.lamudi.co.id/properti/41032-73-95d1d957a8c5-e245-19b2106-9d52-7623
"Dijual Apartemen Residence 8, Senopati",3100000000.0,"SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,76.0,Hedi Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-239880ccabe5-940e-9ed8cbe6-8b10-428f
DIJUAL APARTMENT MURAH 2BR KELAPA GADING,215000000.0,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,35.0,Amy Hansa - Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-260d8e4bc406-46c8-19e96a9-9558-739f
HUNIAN APARTEMEN DENGAN LOKASI DI PUSAT KOTA,850000000.0,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,49.0,Sansan - Xavier Marks Sky Gading,https://www.lamudi.co.id/properti/41032-73-2eb0fd7f6b81-ee8b-19dad2d-bd3d-7c16
DIJUAL APARTMENT MURAH 2BR KELAPA GADING,215000000.0,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,35.0,Amy Hansa - Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-b37f48a0e6ce-d4fe-19e96a4-b03d-70c4
Podomoro Tower Liberty,850000000.0,"Kesawan, Medan Barat, Kota Medan, Sumatera Utara",Kota Medan,Sumatera Utara,Apartemen,1.0,1.0,41.0,Willy Lu,https://www.lamudi.co.id/jual/sumatra-utara/deli-serdang/podomoro-tower-liberty-175730930466/
Dijual Apartemen Studio Educity Stanford Full Furnish Mewah Baru,325000000.0,"RW 02, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,22.0,Xavier Marks Harvest,https://www.lamudi.co.id/properti/41032-73-1e7e40305f5-991f-19da63c-877f-70f9
Apartemen 2 BR Full Furnish Puncak Kertajaya Baru Siap Huni,295000000.0,"RW 03, Gebang Putih, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,36.0,Xavier Marks Harvest,https://www.lamudi.co.id/properti/41032-73-8e1e523bcebb-7b7a-19d75f5-ac63-745b
"Dijual 1.9 milyar, Fully Furnished 2 Bedroom, High Floor, Taman Anggrek Condominium",1900000000.0,"RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,88.0,Global Property,https://www.lamudi.co.id/properti/41032-73-d244ac8f7975-7181-19e95bc-a55f-75d2
Dijual Apartemen Studio di Semarang Lokasi Strategis Dekat Java Mall,950000000.0,"RW 02, Karangkidul, Semarang Tengah, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah,Apartemen,1.0,1.0,28.0,Erna-Wiyati,https://www.lamudi.co.id/jual/jawa-tengah/semarang/dijual-apartemen-studio-di-semarang-lokasi-strateg-175207098479/
"Apartemen di Jakarta, Akses Langsung Stasiun LRT",1580000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,61.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697651588/
"LRT City Ciracas, Apartemen di Jakarta, Akses Langsung Stasiun LRT",1290000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,50.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697632799/
"Apartemen di Jakarta, Akses Langsung Stasiun LRT",909000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,34.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697539978/
"Apartemen di Jakarta, Akses Langsung Stasiun LRT Ciracas",953000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,36.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697583986/
"Apartemen di Jakarta, Akses Langsung Stasiun LRT Ciracas",687000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,26.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-17569744820/
"Apartemen di Jakarta, Akses Langsung Stasiun LRT Ciracas",668000000.0,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,24.0,Property Hub - LRT City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175691901330/
"Di Jual Apartemen Bona Vista Lebak bulus , dekat MRT & Pintu Tol Fatmawati",1900000000.0,"RW 04, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,119.0,Dhee Chan,https://www.lamudi.co.id/properti/41032-73-b92b2653a4e6-afc5-19e8922-981f-7c72
Jual Apartemen Gading Nias Full Furnish,320000000.0,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,35.0,Heny Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-478bff3a35ec-199d-19ad543-9524-76b5
"Dijual apartemen MTowm brand new , tower Carmel lt 35",900000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3.0,1.0,55.0,Chiko,https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-mtowm-brand-new-tower-carmel-lt-3-17445996630/
"For Sale THE RESIDENCES AT DHARMAWANGSA, Kebayoran BaruJakSel",32000000000.0,"RW 02, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,5.0,4.0,453.0,Sari - Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-the-residences-at-dharmawangsa-kebayoran-174071743616/
Jual Murah Apartemen Gading Resort Kelapa Gading Full Furnish,1700000000.0,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,103.0,Heny Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-cc6ff87962e0-664f-19ade11-ab4d-777b
Apartemen ternyaman 3 kamar semi furnished 1 park residences,3850000000.0,"RW 05, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,137.0,Aditya-Tumbuan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-ternyaman-3-kamar-semi-furnished-1-park-175046708479/
"Apartemen Siap Huni, Akses Langsung Stasiun LRT Jatibening",1580000000.0,"LRT City Jatibening, Jatibening, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,52.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-9ec99ad17e07-a786-19a5c5d-b60b-711b
"Apartemen di Jakarta Dekat Stasiun LRT, Dilengkapi Fasilitas Padel dan Yoga",687000000.0,"RW 02, Cikoko, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,26.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-683ecb2e6c1f-e503-19a7643-af6f-7459
"Apartemen Siap Huni, Akses Langsung Stasiun LRT Jatibening",750000000.0,"LRT City Jatibening, Jatibening, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1.0,1.0,24.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-ee7cdf35e016-7e5f-19a5c48-9196-7844
Apartemen DP 0% Dekat Stasiun LRT Jabodebek,687000000.0,"Grand Kota Bintang, Bintarajaya, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1.0,1.0,26.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-fbb6339135f6-2de7-19a7620-bc57-7156
"Apartemen terkoneksi langsung stasiun LRT, Garansi Sewa Unit 12 bulan",687000000.0,"Sukatani, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1.0,1.0,26.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-5092d7a63b10-7273-19a75fd-b397-7476
"Apartemen Dekat Stasiun LRT, Full Furnish dan Fasilitas Lengkap",687000000.0,"Sentul City, Citaringgul, Babakan Madang, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,26.0,Property Hub - LRT City,https://www.lamudi.co.id/properti/41032-73-30d804857f95-2d99-19a762d-b8bc-71db
DiJual / DiSewa Town Home 1 BR The Mansion Kemayoran Jakarta,1200000000.0,"RW 04, Cempaka Baru, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Kondominium,1.0,1.0,46.0,Sari - Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-disewa-town-home-1-br-the-mansion-kemayoran-173842932076/
Permata Hijau Residence Murah,1950000000.0,"RW 09, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,111.0,Mochamad Arifin,https://www.lamudi.co.id/properti/41032-73-d9c42ef34215-7aa0-19ebd15-acca-7fb2
Dijual murah Apartemen di Twon Dakota,350000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,24.0,Risky Khamelia - Lumina Realty,https://www.lamudi.co.id/properti/41032-73-6fcd21d835a-f910-19e90c5-9e43-7ec8
Jual Apartemen Paladian Park Furnish,1700000000.0,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,85.0,Heny Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-a191a7d0dd62-a65d-19ad517-9386-73ef
ITC Permata Hijau Apartment Murah,2100000000.0,"RW 10, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,140.0,Mochamad Arifin,https://www.lamudi.co.id/properti/41032-73-4e39cd68a313-4737-19eba08-95b2-7fab
DiJual Apartment Studio di Royale Suites Kemayoran Jakarta,950000000.0,"RW 04, Cempaka Baru, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,49.0,Sari - Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartment-studio-di-royale-suites-kemayoran-174356277137/
"Apartemen Murah, View Gunung Salak, Furnished, Bogor Icon,  Bogor",550000000.0,"Kedung Jaya, Tanah Sareal, Bogor, Jawa Barat",Bogor,Jawa Barat,Apartemen,1.0,1.0,26.0,Doni Negara,https://www.lamudi.co.id/jual/jawa-barat/bogor/apartemen-murah-view-gunung-salak-furnished-bogor-174546591366/
Jual / Sewa Apartemen Citraland Full Furnish Lengkap dekat UC XMC1,500000000.0,"Citraland, RW 06, Made, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,27.0,Otniel - XM Grande Home,https://www.lamudi.co.id/properti/41032-73-ed54de1b228c-e056-19ec9ae-808c-7346
"Apartement Baru, Dekat Kampus ITB, UNPAD Louvin Jatinangor, Bandung",590000000.0,"Sukamaju, Cibeunying Kidul, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,1.0,1.0,23.0,Doni Negara,https://www.lamudi.co.id/jual/jawa-barat/bandung/apartement-baru-dekat-kampus-itb-unpad-louvin-jati-174004035943/
"Apartemen Gading Nias, Kelapa Gading, Luas 35m2",180000000.0,"RW 04, Kramat Jati, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,35.0,Jo RWKG - Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-4951d9f2aa7c-fa3b-ee92f0f-85bf-4580
Apartemen Hayam Wuruk 2KT+2KM – Super Strategis! MRT Stasiun Lantai 8,1400000000.0,"RW 09, Maphar, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,81.0,Regina,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-hayam-wuruk-2kt-2km-super-strateg-175798840653/
"Apartemen City Home Twr Miami Bay, Kelapa Gading",780000000.0,"RW 04, Kramat Jati, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,45.0,Jo RWKG - Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-d99f46074652-36d2-8efad208-ae9c-4819
"Di Jual Apartemen Casa Grande , Akses lansung ke Mall Casablanca , Private Lift",5900000000.0,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,129.0,Dhee Chan,https://www.lamudi.co.id/properti/41032-73-d27f09496e9-59aa-19e8916-99b7-7208
"Apartemen Gading Resort Twr D, Kelapa Gading",1650000000.0,"RW 04, Kramat Jati, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,1.0,115.0,Jo RWKG - Ray White Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-ca8464b77337-20f2-a093c064-b32a-4393
